datetime,datetime,trading_datetime,order_book_id,symbol,side,position_effect,exec_id,tax,commission,last_quantity,last_price,order_id,transaction_cost
2024-04-15 09:42:00,2024-04-15 09:42:00,2024-04-15 09:42:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260090,0.0,5.0,300,2.54,17754685260096,5.0
2024-04-15 09:43:00,2024-04-15 09:43:00,2024-04-15 09:43:00,600030.XSHG,中信证券,BUY,OPEN,17754685260091,0.0,5.0,100,17.49,17754685260097,5.0
2024-04-15 09:44:00,2024-04-15 09:44:00,2024-04-15 09:44:00,601318.XSHG,中国平安,BUY,OPEN,17754685260092,0.0,5.0,100,37.77,17754685260098,5.0
2024-04-15 09:44:00,2024-04-15 09:44:00,2024-04-15 09:44:00,600085.XSHG,同仁堂,BUY,OPEN,17754685260093,0.0,5.0,100,40.64,17754685260099,5.0
2024-04-15 09:47:00,2024-04-15 09:47:00,2024-04-15 09:47:00,300142.XSHE,沃森生物,BUY,OPEN,17754685260094,0.0,5.0,100,14.48,17754685260100,5.0
2024-04-15 09:50:00,2024-04-15 09:50:00,2024-04-15 09:50:00,600030.XSHG,中信证券,BUY,OPEN,17754685260095,0.0,5.0,100,17.44,17754685260101,5.0
2024-04-15 13:03:00,2024-04-15 13:03:00,2024-04-15 13:03:00,600030.XSHG,中信证券,BUY,OPEN,17754685260096,0.0,5.0,100,17.66,17754685260102,5.0
2024-04-15 13:05:00,2024-04-15 13:05:00,2024-04-15 13:05:00,600030.XSHG,中信证券,SELL,CLOSE,17754685260097,0.8895000000000001,5.0,100,17.79,17754685260103,5.8895
2024-04-15 13:17:00,2024-04-15 13:17:00,2024-04-15 13:17:00,600030.XSHG,中信证券,BUY,OPEN,17754685260098,0.0,5.0,100,17.71,17754685260104,5.0
2024-04-15 13:19:00,2024-04-15 13:19:00,2024-04-15 13:19:00,600030.XSHG,中信证券,SELL,CLOSE,17754685260099,0.894,5.0,100,17.88,17754685260106,5.894
2024-04-15 14:27:00,2024-04-15 14:27:00,2024-04-15 14:27:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260100,0.0,5.0,400,2.51,17754685260107,5.0
2024-04-16 09:38:00,2024-04-16 09:38:00,2024-04-16 09:38:00,601318.XSHG,中国平安,BUY,OPEN,17754685260101,0.0,5.0,100,38.4,17754685260108,5.0
2024-04-16 09:40:00,2024-04-16 09:40:00,2024-04-16 09:40:00,600030.XSHG,中信证券,BUY,OPEN,17754685260102,0.0,5.0,100,17.76,17754685260109,5.0
2024-04-16 09:42:00,2024-04-16 09:42:00,2024-04-16 09:42:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260103,0.0,5.0,400,2.47,17754685260110,5.0
2024-04-16 09:54:00,2024-04-16 09:54:00,2024-04-16 09:54:00,600030.XSHG,中信证券,BUY,OPEN,17754685260104,0.0,5.0,100,17.82,17754685260111,5.0
2024-04-16 10:09:00,2024-04-16 10:09:00,2024-04-16 10:09:00,300142.XSHE,沃森生物,BUY,OPEN,17754685260105,0.0,5.0,100,14.03,17754685260112,5.0
